age;job;marital;education;balance;housing;loan;contact;day;month;duration;campaign;pdays;poutcome;y
38;management;married;secondary;0;1;0;unknown;27;may;233;2;-1;unknown;0
30;blue-collar;single;secondary;-93;1;0;unknown;27;may;149;2;-1;unknown;0
29;management;married;tertiary;7832;1;0;unknown;27;may;304;2;-1;unknown;0
38;technician;married;secondary;-735;1;0;unknown;27;may;134;2;-1;unknown;0
31;admin.;single;secondary;-133;1;0;unknown;27;may;355;2;-1;unknown;0
24;technician;single;unknown;818;1;1;unknown;27;may;953;3;-1;unknown;0
59;management;divorced;tertiary;844;0;1;unknown;27;may;100;2;-1;unknown;0
22;technician;single;secondary;28;1;0;unknown;27;may;121;2;-1;unknown;0
29;blue-collar;married;primary;79;1;0;unknown;27;may;22;2;-1;unknown;0
31;blue-collar;single;secondary;369;1;1;unknown;27;may;30;8;-1;unknown;0
38;blue-collar;single;secondary;5891;1;0;unknown;27;may;160;3;-1;unknown;0
51;blue-collar;divorced;secondary;78;1;0;unknown;27;may;723;2;-1;unknown;0
27;admin.;married;secondary;186;1;0;unknown;27;may;136;2;-1;unknown;0
34;management;married;secondary;-311;1;0;unknown;27;may;305;2;-1;unknown;0
29;management;single;tertiary;10436;0;0;unknown;27;may;103;2;-1;unknown;0
27;blue-collar;married;secondary;411;1;1;unknown;27;may;123;1;-1;unknown;0
28;services;single;secondary;68;1;0;unknown;27;may;8;2;-1;unknown;0
38;services;married;secondary;133;1;0;unknown;27;may;267;1;-1;unknown;0
45;admin.;married;secondary;-173;1;0;unknown;27;may;315;2;-1;unknown;0
44;services;divorced;secondary;51;1;1;unknown;27;may;3094;2;-1;unknown;1
27;admin.;married;secondary;132;1;0;unknown;27;may;21;1;-1;unknown;0
41;technician;married;secondary;-804;1;1;unknown;27;may;269;11;-1;unknown;0
44;technician;divorced;secondary;-562;1;0;unknown;27;may;159;5;-1;unknown;0
41;technician;married;secondary;-274;1;0;unknown;27;may;182;3;-1;unknown;0
27;unemployed;single;secondary;0;1;0;unknown;27;may;185;2;-1;unknown;0
38;technician;married;secondary;254;1;0;unknown;27;may;359;6;-1;unknown;0
30;blue-collar;single;secondary;-477;1;1;unknown;27;may;220;2;-1;unknown;0
31;blue-collar;married;secondary;175;1;0;unknown;27;may;179;5;-1;unknown;0
25;blue-collar;single;secondary;26;1;0;unknown;27;may;66;2;-1;unknown;0
32;blue-collar;married;secondary;49;1;0;unknown;27;may;135;5;-1;unknown;0
30;blue-collar;married;secondary;-202;0;0;unknown;27;may;166;2;-1;unknown;0
30;management;single;tertiary;6164;1;0;unknown;27;may;152;11;-1;unknown;0
36;services;single;secondary;-330;1;0;unknown;27;may;256;2;-1;unknown;0
30;management;married;secondary;-397;1;0;unknown;27;may;141;3;-1;unknown;0
38;technician;married;secondary;750;1;0;unknown;27;may;265;2;-1;unknown;0
41;technician;married;tertiary;725;1;1;unknown;27;may;87;3;-1;unknown;0
34;blue-collar;married;secondary;-1725;1;0;unknown;27;may;452;2;-1;unknown;0
45;unemployed;married;primary;180;1;1;unknown;27;may;62;2;-1;unknown;0
36;blue-collar;married;secondary;-190;1;0;unknown;27;may;348;2;-1;unknown;0
34;blue-collar;single;secondary;-96;1;0;unknown;27;may;153;2;-1;unknown;0
30;blue-collar;married;primary;554;1;0;unknown;27;may;89;5;-1;unknown;0
36;services;single;secondary;-295;1;1;unknown;27;may;132;3;-1;unknown;0
28;blue-collar;single;unknown;913;1;0;unknown;27;may;580;2;-1;unknown;0
29;entrepreneur;married;tertiary;3037;1;0;unknown;27;may;34;3;-1;unknown;0
36;services;single;secondary;9713;1;0;unknown;27;may;72;3;-1;unknown;0
32;management;single;tertiary;1410;1;0;unknown;27;may;175;5;-1;unknown;0
28;admin.;single;secondary;428;1;1;unknown;27;may;99;2;-1;unknown;0
35;entrepreneur;married;tertiary;542;1;1;unknown;27;may;591;5;-1;unknown;0
24;blue-collar;married;secondary;-254;1;1;unknown;27;may;290;2;-1;unknown;0
36;technician;married;primary;1653;1;1;unknown;27;may;336;10;-1;unknown;0
30;management;married;tertiary;-27;1;0;unknown;27;may;29;2;-1;unknown;0
35;technician;married;secondary;712;1;0;unknown;27;may;266;4;-1;unknown;0
34;blue-collar;single;secondary;3723;1;0;unknown;27;may;47;5;-1;unknown;0
32;services;married;secondary;-684;1;0;unknown;27;may;298;3;-1;unknown;0
26;blue-collar;married;secondary;557;1;1;unknown;27;may;282;2;-1;unknown;0
24;admin.;single;secondary;795;1;0;unknown;27;may;209;2;-1;unknown;0
40;management;divorced;tertiary;-78;1;0;unknown;27;may;67;4;-1;unknown;0
32;blue-collar;married;primary;902;1;0;unknown;27;may;106;2;-1;unknown;0
43;technician;married;secondary;2344;1;0;unknown;27;may;111;2;-1;unknown;0
29;blue-collar;married;secondary;844;1;0;unknown;27;may;157;2;-1;unknown;0
34;admin.;single;secondary;0;1;0;unknown;27;may;197;2;-1;unknown;0
34;services;single;secondary;544;1;0;unknown;27;may;257;2;-1;unknown;0
24;blue-collar;single;primary;111;1;1;unknown;27;may;42;4;-1;unknown;0
49;technician;divorced;secondary;-1547;1;1;unknown;27;may;492;3;-1;unknown;0
37;services;married;secondary;-349;1;0;unknown;27;may;319;5;-1;unknown;0
26;technician;single;secondary;261;1;0;unknown;27;may;371;2;-1;unknown;0
43;management;married;tertiary;1379;1;0;unknown;27;may;383;3;-1;unknown;0
39;management;married;tertiary;-342;1;0;unknown;27;may;110;2;-1;unknown;0
36;management;single;tertiary;0;1;0;unknown;27;may;88;2;-1;unknown;0
25;entrepreneur;single;tertiary;6;1;1;unknown;27;may;3;4;-1;unknown;0
47;entrepreneur;married;tertiary;362;1;0;unknown;27;may;97;5;-1;unknown;0
37;technician;married;secondary;427;1;1;unknown;27;may;335;3;-1;unknown;0
20;student;single;tertiary;556;1;0;unknown;27;may;15;10;-1;unknown;0
28;management;married;tertiary;318;1;0;unknown;27;may;4;4;-1;unknown;0
29;management;single;secondary;-105;1;0;unknown;27;may;5;3;-1;unknown;0
31;services;married;secondary;-538;0;1;unknown;27;may;284;1;-1;unknown;0
26;student;single;secondary;2784;1;0;unknown;27;may;264;1;-1;unknown;0
41;admin.;married;secondary;920;1;1;unknown;27;may;239;1;-1;unknown;0
48;housemaid;married;primary;627;1;0;unknown;27;may;21;5;-1;unknown;0
34;blue-collar;married;primary;244;1;0;unknown;27;may;15;13;-1;unknown;0
30;management;single;tertiary;0;1;1;unknown;27;may;350;3;-1;unknown;0
34;technician;married;secondary;-34;1;0;unknown;27;may;201;5;-1;unknown;0
43;blue-collar;divorced;primary;6;1;0;unknown;27;may;112;4;-1;unknown;0
25;technician;divorced;tertiary;174;0;1;unknown;27;may;350;4;-1;unknown;0
40;management;single;tertiary;36;1;0;unknown;27;may;240;3;-1;unknown;0
35;management;single;tertiary;-208;1;0;unknown;27;may;127;2;-1;unknown;0
34;blue-collar;married;secondary;1412;1;1;unknown;27;may;157;2;-1;unknown;0
26;technician;single;secondary;75;1;0;unknown;27;may;337;2;-1;unknown;0
30;self-employed;single;tertiary;2593;0;0;unknown;27;may;662;7;-1;unknown;0
34;technician;married;secondary;-259;1;0;unknown;27;may;124;2;-1;unknown;0
45;technician;divorced;secondary;0;1;0;unknown;27;may;165;2;-1;unknown;0
44;blue-collar;married;primary;1432;1;1;unknown;27;may;63;9;-1;unknown;0
34;unemployed;single;tertiary;906;1;0;unknown;27;may;101;3;-1;unknown;0
39;technician;married;primary;169;1;0;unknown;27;may;133;2;-1;unknown;0
47;admin.;married;secondary;-245;1;0;unknown;27;may;145;5;-1;unknown;0
35;blue-collar;married;primary;914;1;0;unknown;27;may;374;9;-1;unknown;0
49;blue-collar;divorced;primary;15;1;0;unknown;27;may;550;7;-1;unknown;0
28;technician;single;secondary;10865;1;0;unknown;27;may;350;3;-1;unknown;0
30;services;married;secondary;-932;0;0;unknown;27;may;349;3;-1;unknown;0
31;blue-collar;married;secondary;77;1;0;unknown;27;may;371;2;-1;unknown;0
31;management;married;tertiary;1183;1;0;unknown;27;may;676;6;-1;unknown;0
39;management;married;tertiary;0;0;0;unknown;27;may;205;8;-1;unknown;0
28;blue-collar;married;secondary;100;1;1;unknown;27;may;132;2;-1;unknown;0
27;admin.;single;secondary;349;1;0;unknown;27;may;165;3;-1;unknown;0
35;blue-collar;married;primary;424;1;0;unknown;27;may;177;2;-1;unknown;0
47;technician;divorced;tertiary;-1148;1;1;unknown;27;may;62;2;-1;unknown;0
33;admin.;married;secondary;-297;1;0;unknown;27;may;398;3;-1;unknown;0
34;technician;single;secondary;-476;1;0;unknown;27;may;92;4;-1;unknown;0
33;management;married;tertiary;1657;1;0;unknown;27;may;342;4;-1;unknown;0
33;technician;single;tertiary;231;1;0;unknown;27;may;198;2;-1;unknown;0
24;management;married;secondary;2278;1;0;unknown;27;may;77;4;-1;unknown;0
29;blue-collar;divorced;primary;2597;1;0;unknown;27;may;112;3;-1;unknown;0
42;services;married;secondary;3620;1;0;unknown;27;may;22;16;-1;unknown;0
57;blue-collar;married;primary;318;1;0;unknown;27;may;206;2;-1;unknown;0
39;management;married;tertiary;1598;1;1;unknown;27;may;87;3;-1;unknown;0
33;blue-collar;married;primary;2615;1;0;unknown;27;may;143;8;-1;unknown;0
43;blue-collar;married;primary;-127;1;0;unknown;27;may;102;3;-1;unknown;0
26;blue-collar;married;secondary;2005;1;0;unknown;27;may;224;3;-1;unknown;0
32;management;married;tertiary;3809;1;0;unknown;27;may;50;5;-1;unknown;0
34;technician;single;tertiary;122;0;0;unknown;27;may;73;5;-1;unknown;0
31;blue-collar;single;tertiary;-701;1;0;unknown;27;may;42;3;-1;unknown;0
48;blue-collar;married;primary;5172;1;0;unknown;27;may;144;7;-1;unknown;0
32;blue-collar;single;secondary;106;1;0;unknown;27;may;1224;8;-1;unknown;0
55;management;married;tertiary;10065;0;0;unknown;27;may;50;3;-1;unknown;0
38;blue-collar;single;primary;199;1;0;unknown;27;may;268;4;-1;unknown;0
36;services;single;secondary;260;1;0;unknown;27;may;132;8;-1;unknown;0
32;unknown;single;secondary;-274;0;1;unknown;27;may;108;3;-1;unknown;0
38;admin.;married;secondary;-247;1;0;unknown;27;may;265;4;-1;unknown;0
46;management;divorced;tertiary;-154;1;1;unknown;27;may;107;2;-1;unknown;0
28;technician;single;tertiary;4513;1;0;unknown;27;may;167;3;-1;unknown;0
36;blue-collar;married;primary;8326;1;0;unknown;27;may;20;4;-1;unknown;0
44;blue-collar;single;secondary;-435;1;0;unknown;27;may;141;2;-1;unknown;0
27;blue-collar;married;secondary;0;0;0;unknown;27;may;346;3;-1;unknown;0
39;management;married;secondary;1072;1;0;unknown;27;may;1168;2;-1;unknown;0
37;admin.;single;secondary;0;0;0;unknown;28;may;17;13;-1;unknown;0
38;entrepreneur;married;secondary;2849;1;0;unknown;28;may;166;3;-1;unknown;0
34;blue-collar;married;primary;100;1;1;unknown;28;may;74;3;-1;unknown;0
32;technician;married;secondary;-71;1;0;unknown;28;may;78;2;-1;unknown;0
39;blue-collar;married;tertiary;206;1;1;unknown;28;may;153;3;-1;unknown;0
52;admin.;married;secondary;-732;1;1;unknown;28;may;61;2;-1;unknown;0
40;admin.;single;secondary;877;1;0;unknown;28;may;318;6;-1;unknown;0
56;admin.;married;secondary;292;1;0;unknown;28;may;228;9;-1;unknown;0
53;technician;divorced;secondary;392;1;0;unknown;28;may;59;1;-1;unknown;0
39;management;married;tertiary;139;0;1;unknown;28;may;189;7;-1;unknown;0
29;management;married;tertiary;-218;1;0;unknown;28;may;121;1;-1;unknown;0
32;management;married;secondary;350;1;0;unknown;28;may;110;2;-1;unknown;0
25;blue-collar;married;primary;657;1;1;unknown;28;may;397;1;-1;unknown;0
30;unemployed;single;secondary;-770;1;0;unknown;28;may;87;1;-1;unknown;0
45;blue-collar;married;secondary;-54;1;0;unknown;28;may;372;2;-1;unknown;0
35;technician;single;secondary;175;1;0;unknown;28;may;223;1;-1;unknown;0
36;admin.;single;secondary;0;1;1;unknown;28;may;117;6;-1;unknown;0
32;blue-collar;married;secondary;0;1;1;unknown;28;may;219;3;-1;unknown;0
40;management;single;tertiary;326;1;0;unknown;28;may;64;1;-1;unknown;0
37;admin.;married;secondary;1123;0;1;unknown;28;may;138;1;-1;unknown;0
23;admin.;single;secondary;4681;1;0;unknown;28;may;507;2;-1;unknown;0
37;blue-collar;married;secondary;115;1;1;unknown;28;may;91;3;-1;unknown;0
49;technician;divorced;secondary;181;1;0;unknown;28;may;230;8;-1;unknown;0
53;blue-collar;divorced;unknown;-473;1;0;unknown;28;may;249;2;-1;unknown;0
53;services;married;primary;49;0;0;unknown;28;may;152;1;-1;unknown;0
33;blue-collar;single;tertiary;-303;1;0;unknown;28;may;126;2;-1;unknown;0
29;blue-collar;married;primary;1615;1;0;unknown;28;may;551;1;-1;unknown;0
37;admin.;single;secondary;1066;1;0;unknown;28;may;83;4;-1;unknown;0
33;management;single;secondary;1973;1;0;unknown;28;may;151;8;-1;unknown;0
45;blue-collar;married;primary;-175;1;1;unknown;28;may;215;2;-1;unknown;0
52;admin.;single;secondary;1964;0;1;unknown;28;may;332;1;-1;unknown;0
48;management;single;secondary;61;1;0;unknown;28;may;198;1;-1;unknown;0
29;management;married;tertiary;314;0;0;unknown;28;may;938;2;-1;unknown;1
40;services;divorced;secondary;5766;1;1;unknown;28;may;385;1;-1;unknown;0
36;blue-collar;divorced;secondary;-59;1;0;unknown;28;may;193;1;-1;unknown;0
44;admin.;divorced;secondary;449;1;1;unknown;28;may;195;4;-1;unknown;0
31;admin.;divorced;secondary;82;0;0;unknown;28;may;254;1;-1;unknown;0
30;self-employed;single;secondary;311;1;1;unknown;28;may;198;3;-1;unknown;0
32;technician;single;secondary;719;1;0;unknown;28;may;79;6;-1;unknown;0
38;blue-collar;married;secondary;35;1;0;unknown;28;may;130;2;-1;unknown;0
34;management;single;tertiary;2570;0;0;unknown;28;may;190;3;-1;unknown;0
39;technician;married;secondary;1427;1;0;unknown;28;may;454;1;-1;unknown;0
39;blue-collar;married;secondary;5222;1;0;unknown;28;may;102;1;-1;unknown;0
38;technician;single;secondary;2751;1;0;unknown;28;may;185;1;-1;unknown;0
31;services;single;secondary;0;1;0;unknown;28;may;231;2;-1;unknown;0
33;technician;married;secondary;3002;1;0;unknown;28;may;176;2;-1;unknown;0
33;admin.;single;secondary;598;1;0;unknown;28;may;189;1;-1;unknown;0
30;blue-collar;married;secondary;363;1;0;unknown;28;may;132;1;-1;unknown;0
37;admin.;married;secondary;18;1;1;unknown;28;may;103;4;-1;unknown;0
42;services;married;secondary;-262;0;0;unknown;28;may;114;3;-1;unknown;0
59;management;single;tertiary;68;1;0;unknown;28;may;176;2;-1;unknown;0
25;technician;single;tertiary;43;1;1;unknown;28;may;738;1;-1;unknown;0
35;services;single;secondary;1227;1;1;unknown;28;may;283;3;-1;unknown;0
29;management;married;tertiary;16232;0;0;unknown;28;may;39;4;-1;unknown;0
37;technician;divorced;secondary;-230;1;1;unknown;28;may;224;2;-1;unknown;0
26;entrepreneur;single;secondary;265;1;0;unknown;28;may;593;1;-1;unknown;0
45;management;divorced;tertiary;-255;1;1;unknown;28;may;128;2;-1;unknown;0
28;admin.;married;secondary;9779;1;1;unknown;28;may;480;2;-1;unknown;0
38;services;divorced;secondary;-345;1;0;unknown;28;may;177;2;-1;unknown;0
57;services;divorced;secondary;-752;1;0;unknown;28;may;102;1;-1;unknown;0
26;management;single;tertiary;6840;1;0;unknown;28;may;1560;2;-1;unknown;1
34;student;single;primary;3004;0;0;unknown;28;may;49;3;-1;unknown;0
44;retired;divorced;primary;2083;1;0;unknown;28;may;124;1;-1;unknown;0
29;management;married;tertiary;2451;1;0;unknown;28;may;58;1;-1;unknown;0
44;blue-collar;married;secondary;577;1;0;unknown;28;may;199;3;-1;unknown;0
26;technician;single;secondary;668;1;0;unknown;28;may;576;3;-1;unknown;1
36;blue-collar;single;primary;851;1;0;unknown;28;may;168;1;-1;unknown;0
30;management;single;tertiary;849;1;0;unknown;28;may;261;6;-1;unknown;0
29;technician;married;tertiary;1489;1;0;unknown;28;may;430;1;-1;unknown;0
30;services;married;unknown;280;1;1;unknown;28;may;674;2;-1;unknown;0
29;management;single;tertiary;0;1;0;unknown;28;may;112;7;-1;unknown;0
59;management;divorced;secondary;0;1;0;unknown;28;may;248;6;-1;unknown;0
31;technician;single;secondary;55;0;0;unknown;28;may;350;1;-1;unknown;0
26;blue-collar;single;secondary;535;1;1;unknown;28;may;252;1;-1;unknown;0
30;technician;single;tertiary;-241;1;0;unknown;28;may;147;1;-1;unknown;0
37;technician;married;secondary;-254;1;1;unknown;28;may;256;2;-1;unknown;0
42;technician;married;secondary;-184;1;1;unknown;28;may;255;1;-1;unknown;0
30;technician;single;secondary;1692;1;1;unknown;28;may;141;2;-1;unknown;0
32;technician;married;tertiary;-196;1;0;unknown;28;may;163;1;-1;unknown;0
46;technician;married;secondary;317;1;1;unknown;28;may;125;1;-1;unknown;0
28;blue-collar;single;secondary;802;1;0;unknown;28;may;195;3;-1;unknown;0
26;blue-collar;married;primary;755;1;0;unknown;28;may;61;1;-1;unknown;0
29;housemaid;married;tertiary;420;1;0;unknown;28;may;95;3;-1;unknown;0
29;services;married;secondary;1386;1;0;unknown;28;may;166;1;-1;unknown;0
37;entrepreneur;married;secondary;-170;1;0;unknown;28;may;39;1;-1;unknown;0
31;blue-collar;married;primary;-454;1;1;unknown;28;may;861;2;-1;unknown;0
31;admin.;single;secondary;162;1;0;unknown;28;may;247;1;-1;unknown;0
27;management;single;secondary;442;1;0;unknown;28;may;212;1;-1;unknown;0
28;management;single;tertiary;1996;1;1;unknown;28;may;55;1;-1;unknown;0
41;management;married;primary;-679;1;1;unknown;28;may;209;2;-1;unknown;0
45;services;married;secondary;-839;1;0;unknown;28;may;68;1;-1;unknown;0
24;blue-collar;single;secondary;8594;1;0;unknown;28;may;181;1;-1;unknown;0
28;services;single;secondary;2921;1;0;unknown;28;may;136;1;-1;unknown;0
30;services;married;secondary;419;1;0;unknown;28;may;390;1;-1;unknown;0
26;services;married;secondary;311;1;0;unknown;28;may;373;1;-1;unknown;0
23;blue-collar;single;secondary;214;1;0;unknown;28;may;44;1;-1;unknown;0
25;admin.;single;secondary;4590;1;0;unknown;28;may;199;2;-1;unknown;0
28;services;married;secondary;1214;0;0;unknown;28;may;582;1;-1;unknown;0
31;technician;married;secondary;-463;1;0;unknown;28;may;210;1;-1;unknown;0
31;services;single;secondary;605;1;0;unknown;28;may;222;1;-1;unknown;0
33;admin.;divorced;secondary;-403;1;0;unknown;28;may;217;1;-1;unknown;0
27;admin.;single;secondary;110;1;0;unknown;28;may;135;1;-1;unknown;0
37;technician;single;secondary;779;1;0;unknown;28;may;85;1;-1;unknown;0
49;blue-collar;married;secondary;579;1;0;unknown;28;may;396;1;-1;unknown;0
30;technician;single;tertiary;0;1;0;unknown;28;may;58;1;-1;unknown;0
24;blue-collar;married;secondary;0;0;0;unknown;28;may;94;1;-1;unknown;0
39;blue-collar;divorced;secondary;412;0;0;unknown;28;may;210;1;-1;unknown;0
36;self-employed;married;tertiary;15;1;0;unknown;28;may;64;4;-1;unknown;0
24;services;single;secondary;1611;1;0;unknown;28;may;418;1;-1;unknown;0
29;blue-collar;single;secondary;-15;1;0;unknown;28;may;140;1;-1;unknown;0
53;technician;divorced;secondary;45;0;0;unknown;28;may;171;6;-1;unknown;0
46;admin.;single;secondary;-136;1;0;unknown;28;may;223;1;-1;unknown;0
28;blue-collar;single;secondary;1849;1;0;unknown;28;may;204;1;-1;unknown;0
35;services;married;secondary;1453;1;0;unknown;28;may;199;1;-1;unknown;0
29;admin.;single;secondary;1450;1;0;unknown;28;may;195;1;-1;unknown;0
33;technician;married;tertiary;525;1;1;unknown;28;may;139;1;-1;unknown;0
32;services;single;secondary;284;1;0;unknown;28;may;63;2;-1;unknown;0
27;services;single;secondary;54;1;0;unknown;28;may;543;2;-1;unknown;1
34;blue-collar;single;secondary;-108;1;0;unknown;28;may;290;1;-1;unknown;0
31;blue-collar;married;secondary;298;1;0;unknown;28;may;154;3;-1;unknown;0
41;admin.;divorced;secondary;-365;1;0;unknown;28;may;226;10;-1;unknown;0
30;admin.;single;secondary;-1;1;0;unknown;28;may;141;1;-1;unknown;0
29;blue-collar;married;primary;1101;1;1;unknown;28;may;165;1;-1;unknown;0
38;technician;married;secondary;133;1;0;unknown;28;may;156;1;-1;unknown;0
33;blue-collar;single;secondary;855;0;0;unknown;28;may;99;5;-1;unknown;0
27;technician;single;secondary;2430;1;0;unknown;28;may;297;1;-1;unknown;0
